TRINITY_DN1000_c0_g1_TRINITY_DN1000_c0_g1_i1_g.101_m.101	GO:0003676; GO:0005524; GO:0005737; GO:0006418; GO:0050560
TRINITY_DN10003_c0_g1_TRINITY_DN10003_c0_g1_i1_g.850_m.850	GO:0005634; GO:0005737; GO:0005874; GO:0030317; GO:0036126; GO:0060271; GO:0060294
TRINITY_DN10009_c0_g1_TRINITY_DN10009_c0_g1_i1_g.851_m.851	GO:0001889; GO:0004252; GO:0005509; GO:0005615; GO:0005783; GO:0005794; GO:0006508; GO:0007596; GO:0030195; GO:0043621; GO:0050728; GO:0050819; GO:0070012; GO:1903142
TRINITY_DN10011_c0_g1_TRINITY_DN10011_c0_g1_i1_g.852_m.852	GO:0004842; GO:0005654; GO:0005813; GO:0005829; GO:0005886; GO:0008270; GO:0016020; GO:0016021; GO:0016032; GO:0035579; GO:0042787; GO:0043312; GO:0070821; GO:0101003
TRINITY_DN10021_c0_g1_TRINITY_DN10021_c0_g1_i1_g.853_m.853	GO:0003937; GO:0004643; GO:0005829; GO:0006189; GO:0042803
TRINITY_DN10033_c0_g1_TRINITY_DN10033_c0_g1_i1_g.855_m.855	GO:0004801; GO:0005509; GO:0005737; GO:0005975; GO:0006098
TRINITY_DN10034_c0_g1_TRINITY_DN10034_c0_g1_i1_g.857_m.857	GO:0003723; GO:0003968; GO:0004197; GO:0004386; GO:0004519; GO:0005524; GO:0006351; GO:0008168; GO:0008242; GO:0008270; GO:0016021; GO:0016896; GO:0019082; GO:0033644; GO:0036459; GO:0039520; GO:0039548; GO:0039648; GO:0039694; GO:0044172; GO:0044220
TRINITY_DN10051_c0_g1_TRINITY_DN10051_c0_g1_i1_g.860_m.860	GO:0003684; GO:0006284; GO:0006289; GO:0008270; GO:0008534
TRINITY_DN10053_c0_g1_TRINITY_DN10053_c0_g1_i1_g.862_m.862	GO:0005509
TRINITY_DN10074_c0_g1_TRINITY_DN10074_c0_g1_i1_g.865_m.865	GO:0007155; GO:0016020; GO:0016021; GO:0030246; GO:0042493; GO:0050890
TRINITY_DN10076_c0_g2_TRINITY_DN10076_c0_g2_i1_g.866_m.866	GO:0005634; GO:0005737; GO:0005739; GO:0006915; GO:0016055; GO:0016491; GO:0030178
TRINITY_DN10078_c0_g1_TRINITY_DN10078_c0_g1_i1_g.867_m.867	GO:0000027; GO:0005524; GO:0005634; GO:0006364; GO:0016887; GO:0030687
TRINITY_DN10080_c0_g1_TRINITY_DN10080_c0_g1_i1_g.868_m.868	GO:0001104; GO:0003712; GO:0003713; GO:0004872; GO:0005634; GO:0005654; GO:0006367; GO:0016020; GO:0016592; GO:0030374; GO:0030518; GO:0030521; GO:0042632; GO:0042809; GO:0045893; GO:0045944; GO:0046966; GO:0070328; GO:1904168
TRINITY_DN10081_c0_g1_TRINITY_DN10081_c0_g1_i1_g.869_m.869	GO:0005886; GO:0006457; GO:0016021; GO:0016042
TRINITY_DN10097_c0_g1_TRINITY_DN10097_c0_g1_i1_g.871_m.871	GO:0002949; GO:0004222; GO:0005737; GO:0046872; GO:0061711
TRINITY_DN10098_c0_g1_TRINITY_DN10098_c0_g1_i1_g.874_m.874	GO:0005432; GO:0005887; GO:0006874; GO:0007154; GO:0007612; GO:0007613; GO:0016323; GO:0035725; GO:0046872; GO:0048172; GO:0060291; GO:0070588
TRINITY_DN10112_c0_g1_TRINITY_DN10112_c0_g1_i1_g.875_m.875	GO:0005737; GO:0008840; GO:0009089; GO:0019877
TRINITY_DN10116_c0_g1_TRINITY_DN10116_c0_g1_i1_g.876_m.876	GO:0005737; GO:0005856; GO:0005925; GO:0006915; GO:0008104
TRINITY_DN10120_c0_g1_TRINITY_DN10120_c0_g1_i1_g.878_m.878	GO:0001104; GO:0003712; GO:0004872; GO:0005634; GO:0006367; GO:0016592; GO:0030518; GO:0030521; GO:0045893; GO:0046966
TRINITY_DN10120_c0_g2_TRINITY_DN10120_c0_g2_i1_g.879_m.879	GO:0001104; GO:0003712; GO:0004872; GO:0005634; GO:0006367; GO:0016592; GO:0030518; GO:0030521; GO:0045893; GO:0046966
TRINITY_DN10123_c0_g1_TRINITY_DN10123_c0_g1_i1_g.880_m.880	GO:0005524; GO:0005886; GO:0015986; GO:0045261; GO:0046933
TRINITY_DN10127_c0_g1_TRINITY_DN10127_c0_g1_i1_g.881_m.881	GO:0004465; GO:0004806; GO:0005654; GO:0005737; GO:0005789; GO:0005811; GO:0005829; GO:0005886; GO:0010891; GO:0010898; GO:0016020; GO:0016021; GO:0016411; GO:0019433; GO:0019915; GO:0034389; GO:0036155; GO:0055088
TRINITY_DN10136_c0_g1_TRINITY_DN10136_c0_g1_i1_g.882_m.882	GO:0005525; GO:0005829; GO:0005844; GO:0016020; GO:0016604; GO:0042802
TRINITY_DN10137_c0_g1_TRINITY_DN10137_c0_g1_i1_g.883_m.883	GO:0008685; GO:0016114; GO:0019288; GO:0046872; GO:0050518
TRINITY_DN10140_c0_g1_TRINITY_DN10140_c0_g1_i1_g.884_m.884	GO:0000281; GO:0000920; GO:0006810; GO:0019898; GO:0030496; GO:0031902; GO:0032091; GO:0035091; GO:0043231; GO:0070062
TRINITY_DN10145_c0_g1_TRINITY_DN10145_c0_g1_i1_g.885_m.885	GO:0000166; GO:0003727; GO:0003729; GO:0008283
TRINITY_DN10148_c0_g1_TRINITY_DN10148_c0_g1_i1_g.886_m.886	GO:0001727; GO:0005524; GO:0005654; GO:0005783; GO:0005829; GO:0005886; GO:0005942; GO:0006661; GO:0009267; GO:0016303; GO:0030139; GO:0035005; GO:0035091; GO:0043491; GO:0048015; GO:1905037
TRINITY_DN10154_c0_g1_TRINITY_DN10154_c0_g1_i1_g.887_m.887	GO:0000155; GO:0005524; GO:0005622; GO:0006355; GO:0030435; GO:0042802; GO:0043938
TRINITY_DN10159_c0_g1_TRINITY_DN10159_c0_g1_i1_g.888_m.888	GO:0004806; GO:0016042; GO:0046872
TRINITY_DN10168_c0_g1_TRINITY_DN10168_c0_g1_i1_g.890_m.890	GO:0004871; GO:0005158; GO:0005159; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0008286; GO:0019216; GO:0042169; GO:0043231; GO:0043548; GO:0048009
TRINITY_DN10178_c0_g1_TRINITY_DN10178_c0_g1_i1_g.891_m.891	GO:0004506; GO:0005783; GO:0005789; GO:0006695; GO:0006725; GO:0008203; GO:0010033; GO:0016021; GO:0016126; GO:0031090; GO:0050660
TRINITY_DN10183_c0_g1_TRINITY_DN10183_c0_g1_i1_g.892_m.892	GO:0004042; GO:0004358; GO:0005737; GO:0006526
TRINITY_DN10186_c0_g1_TRINITY_DN10186_c0_g1_i1_g.894_m.894	GO:0005737; GO:0005874; GO:0007010; GO:0008017; GO:0022604; GO:0031175
TRINITY_DN1019_c0_g1_TRINITY_DN1019_c0_g1_i1_g.102_m.102	GO:0004055; GO:0005524; GO:0005737; GO:0006526
TRINITY_DN10190_c0_g1_TRINITY_DN10190_c0_g1_i1_g.895_m.895	GO:0000151; GO:0004842; GO:0005694; GO:0005730; GO:0005829; GO:0007605; GO:0008270; GO:0016274
TRINITY_DN10195_c0_g1_TRINITY_DN10195_c0_g1_i1_g.896_m.896	GO:0000139; GO:0003779; GO:0005794; GO:0005802; GO:0005829; GO:0006895; GO:0015031; GO:0016020; GO:0016021; GO:0030041; GO:0031410
