trinID,FST
TRINITY_DN47185_c0_g1_TRINITY_DN47185_c0_g1_i2_g.24943_m.24943,0.064150943
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,-0.042778096
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,0.072269516
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,0.072269516
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,0.072269516
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,0
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,-0.048503612
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,0.021211495
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,-0.042778096
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,-0.034697177
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,-0.033797217
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,0.01621721
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,0.007686026
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,-0.046476306
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,-0.027146735
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,-0.035625495
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,-0.025268198
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,0.041856367
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,0.041856367
TRINITY_DN47298_c2_g2_TRINITY_DN47298_c2_g2_i5_g.25412_m.25412,-0.027146735
TRINITY_DN47227_c0_g1_TRINITY_DN47227_c0_g1_i4_g.25100_m.25100,-0.022835821
TRINITY_DN47227_c0_g1_TRINITY_DN47227_c0_g1_i4_g.25100_m.25100,-0.042778096
TRINITY_DN47227_c0_g1_TRINITY_DN47227_c0_g1_i4_g.25100_m.25100,-0.042825769
TRINITY_DN47227_c0_g1_TRINITY_DN47227_c0_g1_i4_g.25100_m.25100,-0.015705845
TRINITY_DN47227_c0_g1_TRINITY_DN47227_c0_g1_i4_g.25100_m.25100,0.021211495
TRINITY_DN47227_c0_g1_TRINITY_DN47227_c0_g1_i4_g.25100_m.25100,-0.053918913
TRINITY_DN47227_c0_g1_TRINITY_DN47227_c0_g1_i4_g.25100_m.25100,-0.015705845
TRINITY_DN47227_c0_g1_TRINITY_DN47227_c0_g1_i4_g.25100_m.25100,-0.022835821
TRINITY_DN47227_c0_g1_TRINITY_DN47227_c0_g1_i4_g.25100_m.25100,0.034867821
TRINITY_DN47227_c0_g1_TRINITY_DN47227_c0_g1_i4_g.25100_m.25100,0.034867821
TRINITY_DN47227_c0_g1_TRINITY_DN47227_c0_g1_i4_g.25100_m.25100,0.032663473
TRINITY_DN47227_c0_g1_TRINITY_DN47227_c0_g1_i4_g.25100_m.25100,-0.027146735
TRINITY_DN46665_c0_g1_TRINITY_DN46665_c0_g1_i1_g.22998_m.22998,0.042596349
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.071085914
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0.004016064
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.049992387
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.04792642
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.012477718
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.024414549
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.055029903
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0.157419497
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.033797217
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.027146735
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0.037916507
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.034139145
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.070827474
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0.103508997
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0.043126423
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0.0468074
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0.188405797
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0.188405797
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.033797217
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.022835821
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.066549449
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.049989828
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.027146735
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0.054744526
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.028625954
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.019365152
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0.021560172
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.031297581
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.049956151
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0.021560172
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0.032663473
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0.003295201
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.028625954
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0.043186682
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.022352676
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.022352676
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.022352676
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.045711383
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.028271084
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.022352676
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0.015346458
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0.010600707
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.022352676
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.021411041
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.016121589
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.028625954
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,0.019900498
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.022352676
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.012208657
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.012208657
TRINITY_DN47302_c3_g2_TRINITY_DN47302_c3_g2_i1_g.25464_m.25464,-0.012208657
TRINITY_DN45737_c1_g1_TRINITY_DN45737_c1_g1_i1_g.20143_m.20143,-0.025268198
TRINITY_DN47180_c1_g1_TRINITY_DN47180_c1_g1_i3_g.24910_m.24910,0.072269516
TRINITY_DN47180_c1_g1_TRINITY_DN47180_c1_g1_i3_g.24910_m.24910,0.072269516
TRINITY_DN47180_c1_g1_TRINITY_DN47180_c1_g1_i3_g.24910_m.24910,0.20241824
TRINITY_DN47180_c1_g1_TRINITY_DN47180_c1_g1_i3_g.24910_m.24910,-0.046476306
TRINITY_DN47180_c1_g1_TRINITY_DN47180_c1_g1_i3_g.24910_m.24910,-0.039081278
TRINITY_DN47180_c1_g1_TRINITY_DN47180_c1_g1_i3_g.24910_m.24910,0.048457026
TRINITY_DN47180_c1_g1_TRINITY_DN47180_c1_g1_i3_g.24910_m.24910,-0.035388027
TRINITY_DN47180_c1_g1_TRINITY_DN47180_c1_g1_i3_g.24910_m.24910,-0.035388027
TRINITY_DN47180_c1_g1_TRINITY_DN47180_c1_g1_i3_g.24910_m.24910,-0.035388027
TRINITY_DN47180_c1_g1_TRINITY_DN47180_c1_g1_i3_g.24910_m.24910,-0.035388027
TRINITY_DN47182_c0_g1_TRINITY_DN47182_c0_g1_i2_g.24930_m.24930,-0.022835821
TRINITY_DN46516_c0_g1_TRINITY_DN46516_c0_g1_i2_g.22527_m.22527,-0.050251621
TRINITY_DN46516_c0_g1_TRINITY_DN46516_c0_g1_i2_g.22527_m.22527,-0.020650592
TRINITY_DN46516_c0_g1_TRINITY_DN46516_c0_g1_i2_g.22527_m.22527,-0.022352676
TRINITY_DN46516_c0_g1_TRINITY_DN46516_c0_g1_i2_g.22527_m.22527,0
TRINITY_DN46973_c5_g1_TRINITY_DN46973_c5_g1_i1_g.24197_m.24197,-0.025268198
TRINITY_DN46973_c5_g1_TRINITY_DN46973_c5_g1_i1_g.24197_m.24197,0
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,0.032663473
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,0.037916507
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.042736541
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.065619776
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.022352676
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.045550954
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,0.044678473
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.045550954
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.049992387
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,0.010009099
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,0.171681734
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,0.010009099
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.025402202
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.042736541
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.042736541
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.022352676
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.042736541
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.046281139
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.042736541
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.022352676
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.022352676
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.022352676
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,0.099498892
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,0.010009099
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,0.015346458
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.022352676
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,0.125841976
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,0.037916507
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,0.037916507
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.022352676
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,0.209824928
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.022352676
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,0.010009099
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,0.010009099
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,-0.042736541
TRINITY_DN45147_c0_g1_TRINITY_DN45147_c0_g1_i3_g.18680_m.18680,0
TRINITY_DN45739_c1_g1_TRINITY_DN45739_c1_g1_i2_g.20170_m.20170,-0.0366371
TRINITY_DN47251_c0_g1_TRINITY_DN47251_c0_g1_i1_g.25189_m.25189,-0.013504823
TRINITY_DN47251_c0_g1_TRINITY_DN47251_c0_g1_i1_g.25189_m.25189,0.025560362
TRINITY_DN47251_c0_g1_TRINITY_DN47251_c0_g1_i1_g.25189_m.25189,-0.001418228
TRINITY_DN47251_c0_g1_TRINITY_DN47251_c0_g1_i1_g.25189_m.25189,-0.036764228
TRINITY_DN47251_c0_g1_TRINITY_DN47251_c0_g1_i1_g.25189_m.25189,-0.035388027
TRINITY_DN47251_c0_g1_TRINITY_DN47251_c0_g1_i1_g.25189_m.25189,-0.027146735
TRINITY_DN47251_c0_g1_TRINITY_DN47251_c0_g1_i1_g.25189_m.25189,-0.023535614
TRINITY_DN47251_c0_g1_TRINITY_DN47251_c0_g1_i1_g.25189_m.25189,0.091192852
TRINITY_DN47251_c0_g1_TRINITY_DN47251_c0_g1_i1_g.25189_m.25189,0.090252708
TRINITY_DN47251_c0_g1_TRINITY_DN47251_c0_g1_i1_g.25189_m.25189,0
TRINITY_DN41910_c5_g1_TRINITY_DN41910_c5_g1_i1_g.11930_m.11930,0.158754158
TRINITY_DN41910_c5_g1_TRINITY_DN41910_c5_g1_i1_g.11930_m.11930,0.042860417
TRINITY_DN41910_c5_g1_TRINITY_DN41910_c5_g1_i1_g.11930_m.11930,-0.042736541
TRINITY_DN41910_c5_g1_TRINITY_DN41910_c5_g1_i1_g.11930_m.11930,0.042860417
TRINITY_DN41910_c5_g1_TRINITY_DN41910_c5_g1_i1_g.11930_m.11930,-0.022352676
TRINITY_DN41910_c5_g1_TRINITY_DN41910_c5_g1_i1_g.11930_m.11930,0.037916507
TRINITY_DN41910_c5_g1_TRINITY_DN41910_c5_g1_i1_g.11930_m.11930,0.042860417
TRINITY_DN41910_c5_g1_TRINITY_DN41910_c5_g1_i1_g.11930_m.11930,0.042860417
TRINITY_DN41910_c5_g1_TRINITY_DN41910_c5_g1_i1_g.11930_m.11930,-0.035851453
TRINITY_DN41910_c5_g1_TRINITY_DN41910_c5_g1_i1_g.11930_m.11930,0.209824928
TRINITY_DN41910_c5_g1_TRINITY_DN41910_c5_g1_i1_g.11930_m.11930,0.042860417
TRINITY_DN41910_c5_g1_TRINITY_DN41910_c5_g1_i1_g.11930_m.11930,0.091192852
TRINITY_DN41910_c5_g1_TRINITY_DN41910_c5_g1_i1_g.11930_m.11930,0.010009099
TRINITY_DN41910_c5_g1_TRINITY_DN41910_c5_g1_i1_g.11930_m.11930,0.010009099
TRINITY_DN46874_c5_g2_TRINITY_DN46874_c5_g2_i2_g.23776_m.23776,-0.022352676
TRINITY_DN46874_c5_g2_TRINITY_DN46874_c5_g2_i2_g.23776_m.23776,0.042860417
TRINITY_DN46874_c5_g2_TRINITY_DN46874_c5_g2_i2_g.23776_m.23776,0
TRINITY_DN46874_c5_g2_TRINITY_DN46874_c5_g2_i2_g.23776_m.23776,0.037916507
TRINITY_DN46874_c5_g2_TRINITY_DN46874_c5_g2_i2_g.23776_m.23776,0.209824928
TRINITY_DN46874_c5_g2_TRINITY_DN46874_c5_g2_i2_g.23776_m.23776,0.037916507
TRINITY_DN46874_c5_g2_TRINITY_DN46874_c5_g2_i2_g.23776_m.23776,-0.022352676
TRINITY_DN46874_c5_g2_TRINITY_DN46874_c5_g2_i2_g.23776_m.23776,0.209824928
TRINITY_DN46874_c5_g2_TRINITY_DN46874_c5_g2_i2_g.23776_m.23776,-0.049574362
TRINITY_DN46874_c5_g2_TRINITY_DN46874_c5_g2_i2_g.23776_m.23776,-0.022352676
TRINITY_DN46874_c5_g2_TRINITY_DN46874_c5_g2_i2_g.23776_m.23776,0
TRINITY_DN46874_c5_g2_TRINITY_DN46874_c5_g2_i2_g.23776_m.23776,-0.022352676
TRINITY_DN46874_c5_g2_TRINITY_DN46874_c5_g2_i2_g.23776_m.23776,0.037916507
TRINITY_DN46874_c5_g2_TRINITY_DN46874_c5_g2_i2_g.23776_m.23776,-0.045550954
TRINITY_DN46874_c5_g2_TRINITY_DN46874_c5_g2_i2_g.23776_m.23776,-0.022352676
TRINITY_DN46874_c5_g2_TRINITY_DN46874_c5_g2_i2_g.23776_m.23776,0.015346458
TRINITY_DN46874_c5_g2_TRINITY_DN46874_c5_g2_i2_g.23776_m.23776,-0.045550954
TRINITY_DN44320_c0_g1_TRINITY_DN44320_c0_g1_i3_g.16688_m.16688,0
TRINITY_DN44320_c0_g1_TRINITY_DN44320_c0_g1_i3_g.16688_m.16688,0.034867821
TRINITY_DN44320_c0_g1_TRINITY_DN44320_c0_g1_i3_g.16688_m.16688,0
TRINITY_DN44320_c0_g1_TRINITY_DN44320_c0_g1_i3_g.16688_m.16688,0.072269516
TRINITY_DN44320_c0_g1_TRINITY_DN44320_c0_g1_i3_g.16688_m.16688,0.064150943
TRINITY_DN44320_c0_g1_TRINITY_DN44320_c0_g1_i3_g.16688_m.16688,0.072269516
TRINITY_DN44320_c0_g1_TRINITY_DN44320_c0_g1_i3_g.16688_m.16688,0
TRINITY_DN44320_c0_g1_TRINITY_DN44320_c0_g1_i3_g.16688_m.16688,0.013590844
TRINITY_DN44320_c0_g1_TRINITY_DN44320_c0_g1_i3_g.16688_m.16688,0.064150943
TRINITY_DN44320_c0_g1_TRINITY_DN44320_c0_g1_i3_g.16688_m.16688,-0.035388027
TRINITY_DN44320_c0_g1_TRINITY_DN44320_c0_g1_i3_g.16688_m.16688,-0.035388027
TRINITY_DN44320_c0_g1_TRINITY_DN44320_c0_g1_i3_g.16688_m.16688,-0.035388027
TRINITY_DN44320_c0_g1_TRINITY_DN44320_c0_g1_i3_g.16688_m.16688,-0.033797217
TRINITY_DN46843_c3_g4_TRINITY_DN46843_c3_g4_i1_g.23555_m.23555,-0.027146735
TRINITY_DN46843_c3_g4_TRINITY_DN46843_c3_g4_i1_g.23555_m.23555,-0.027146735
TRINITY_DN46843_c3_g4_TRINITY_DN46843_c3_g4_i1_g.23555_m.23555,-0.035388027
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,-0.025268198
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,-0.027146735
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,0.048457026
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,-0.025268198
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,0.054744526
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,-0.04137931
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,-0.028625954
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,0
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,-0.018493284
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,-0.018493284
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,-0.018493284
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,0
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,-0.050251621
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,-0.025268198
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,0
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,-0.020650592
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,-0.045711383
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,0.037132626
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,-0.04137931
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,0.054744526
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,-0.028625954
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,-0.027146735
TRINITY_DN41496_c0_g1_TRINITY_DN41496_c0_g1_i2_g.11315_m.11315,0.080033698
TRINITY_DN47167_c1_g1_TRINITY_DN47167_c1_g1_i2_g.24843_m.24843,-0.018493284
TRINITY_DN47167_c1_g1_TRINITY_DN47167_c1_g1_i2_g.24843_m.24843,0.012098383
TRINITY_DN47167_c1_g1_TRINITY_DN47167_c1_g1_i2_g.24843_m.24843,-0.047585967
TRINITY_DN47167_c1_g1_TRINITY_DN47167_c1_g1_i2_g.24843_m.24843,-0.033797217
TRINITY_DN47167_c1_g1_TRINITY_DN47167_c1_g1_i2_g.24843_m.24843,-0.033797217
TRINITY_DN47167_c1_g1_TRINITY_DN47167_c1_g1_i2_g.24843_m.24843,-0.027146735
TRINITY_DN47167_c1_g1_TRINITY_DN47167_c1_g1_i2_g.24843_m.24843,0.141936562
TRINITY_DN47167_c1_g1_TRINITY_DN47167_c1_g1_i2_g.24843_m.24843,-0.027146735
TRINITY_DN47167_c1_g1_TRINITY_DN47167_c1_g1_i2_g.24843_m.24843,-0.027146735
TRINITY_DN47167_c1_g1_TRINITY_DN47167_c1_g1_i2_g.24843_m.24843,-0.025268198
